date,rv_cc_7d,rv_cc_14d,rv_cc_21d,rv_cc_30d,rv_cc_60d,rv_cc_90d,rv_park_7d,rv_park_14d,rv_park_21d,rv_park_30d,rv_park_60d,rv_park_90d,rv_gk_7d,rv_gk_14d,rv_gk_21d,rv_gk_30d,rv_gk_60d,rv_gk_90d,rv_yz_7d,rv_yz_14d,rv_yz_21d,rv_yz_30d,rv_yz_60d,rv_yz_90d
2019-12-18,0.8413391389394517,0.6124805714581648,0.543804316780532,0.5666161759125161,0.6470180961811732,0.6137936997139241,0.6109349508592065,0.5083312511347595,0.48805356723137344,0.5872309140632164,0.5865056521989688,0.5597673674271223,0.5356858143970412,0.4755962603901789,0.47192128427050556,0.5973042604962251,0.5641550055692837,0.5376604444005751,0.5443145885917889,0.4855349484466764,0.4799809583668073,0.6000094557782079,0.5765680045451769,0.5463140562676103
2019-12-19,0.8448336864374885,0.5964987815672586,0.5440924159393762,0.5662639691839266,0.6428329685145164,0.6138633531742622,0.6351016253260678,0.4811958688394313,0.49112147614210566,0.5887344629928721,0.5867352840043559,0.5618200890192236,0.571686799578716,0.4415741517555702,0.47624274443290854,0.5994983896202863,0.5658544106343707,0.540565366516535,0.5787373549453247,0.44170143643347837,0.48048562231177977,0.6026445283860604,0.5781030018357499,0.5490242328565209
2019-12-20,0.8444346781937104,0.5910770272849303,0.5144483878465351,0.5630367597535499,0.6428145271354042,0.6134775475163623,0.6423171096197202,0.48260284061513825,0.4834381367285239,0.5879693573514942,0.587531209586466,0.562118393871112,0.5829261483644618,0.4455481949832306,0.4758799838965597,0.6003001191275954,0.5670045873409303,0.5413734240287423,0.5910520867434925,0.4456039457415422,0.47939894408706607,0.6039553989639679,0.5793580296482158,0.549945466932502
2019-12-21,0.8300288782431917,0.5905841079511908,0.5057635420884286,0.538554167225377,0.6412324433995398,0.6132224057751333,0.6330905893397372,0.4842111957654271,0.47358926657685296,0.572743742285266,0.5865982192209689,0.5621271957172634,0.575537896522772,0.44778903501720757,0.4664776334068679,0.588981790586824,0.5664798338437995,0.5413926461179452,0.586008132804971,0.448789704917301,0.47202090910973177,0.5939163431393691,0.579041764170351,0.5499526719203285
2019-12-22,0.88516855013974,0.637916412144717,0.5345925697497965,0.5367694304082121,0.6260848248160177,0.6173207728029113,0.6471787703734302,0.5017959573722509,0.47925645051032073,0.5390242597275287,0.5787903215474801,0.5634979240560043,0.5641682409151381,0.4532600205628917,0.46359653112770693,0.5441910732376515,0.5621610285840648,0.5423117356010104,0.5666655938208405,0.45693684850661676,0.4687233470089314,0.5470874133501689,0.5747289601612959,0.5511372888926265
2019-12-23,0.8610416203074736,0.6371203676110184,0.5388969448340035,0.5400122975218801,0.6281884424618914,0.5698721056434953,0.6543451693446221,0.5093146629064693,0.48486867127226485,0.5404546855933304,0.5822100290503596,0.5327472093031697,0.5852497707761013,0.46514354306777095,0.4699503557851321,0.5451466823958033,0.5661629700425017,0.5192666774489861,0.587318336702346,0.46985918747753597,0.47600452760235507,0.5482589517326073,0.5786993476591424,0.5290488376453647
2019-12-24,0.7598959583053833,0.6313770914577439,0.5392569594613518,0.5115905792748344,0.5120897246867775,0.5692034070147907,0.6281096100831689,0.5157770182019223,0.48888443057201314,0.534459726049534,0.5407034995762174,0.5312038471640965,0.5766246044875193,0.4774954047808562,0.4755518069186261,0.5470348849171396,0.5526137309210046,0.5173227682000183,0.5756818678510485,0.4835251865174618,0.48305195839847315,0.549932041643807,0.562205763673913,0.5278541591003164
2019-12-25,0.392092168774359,0.6307123563618011,0.5384825485584817,0.510218826453095,0.482819081320215,0.5626269220871641,0.3993200635342664,0.516090121646574,0.47478340145848597,0.4924219972154082,0.4965095078529678,0.5237622073370877,0.4127258232519723,0.47817460039468707,0.45560443770638825,0.49013356218648324,0.5014946028602878,0.5096609080717265,0.4210565753488855,0.4840616092372971,0.46356223543917463,0.49419273427144716,0.5015745840712185,0.5201421307677588
2019-12-26,0.38559503943851825,0.6310847558914671,0.5260274763906384,0.5094054794094324,0.4739954670337009,0.5615491831145574,0.3715859859930626,0.5203029019130342,0.44765130528224983,0.49116521369913296,0.4878126817734718,0.5227090673643388,0.3773047379972164,0.48434732482367493,0.42124194485372635,0.48876483956505573,0.4920674601377252,0.5085653277829781,0.38857779925883007,0.4903524021886888,0.42349371792813917,0.49324085432011294,0.49306383051151287,0.5188870405105424
2019-12-27,0.38829922593584876,0.6318761154898088,0.5235556722476741,0.48678047627516974,0.47001336894608203,0.5618080537263078,0.3714677597731987,0.5246711188264273,0.44862727666015406,0.45755241963871085,0.481587347448815,0.5229721215883434,0.37582854920316594,0.4904334780799435,0.42358528716256777,0.4503206825226539,0.48598090691726337,0.5088620289297253,0.38359769931445853,0.49572177758675745,0.4248878207127028,0.45656383901379594,0.48623853780893633,0.5189898697165968
