median_terminal_wealth,mean_terminal_wealth,percentile_5th,percentile_25th,percentile_75th,percentile_95th,std_terminal_wealth,prob_ruin,prob_loss,prob_double,prob_10x,expected_trades_to_double,max_dd_5th,max_dd_50th,max_dd_95th,max_dd_mean,sharpe_5th,sharpe_50th,sharpe_95th,sharpe_mean,n_simulations,n_trades_per_sim,n_actual_trades,initial_equity,avg_trade_pnl,std_trade_pnl,win_rate,elapsed_seconds
131.32206396514943,131.4855361390032,104.96445778175281,120.60710398251311,142.0227730905085,158.38307407441948,16.12889002052504,0.0,0.0243,0.0,0.0,inf,3.579639670506527,6.83991414481897,13.944862288768498,7.58426250383904,0.16484729147678207,0.9701805328393438,1.7024949799916125,0.9569135156122728,10000,106,106,100.0,0.2979975756410585,1.5558024033260671,0.5283018867924528,0.040750741958618164
