date,equity,peak_equity,drawdown_pct
2014-12-16,100.0,100.0,0.0
2014-12-17,100.0,100.0,0.0
2014-12-18,100.0,100.0,0.0
2014-12-19,100.0,100.0,0.0
2014-12-20,100.0,100.0,0.0
2014-12-21,100.0,100.0,0.0
2014-12-22,100.0,100.0,0.0
2014-12-23,100.0,100.0,0.0
2014-12-24,100.0,100.0,0.0
2014-12-25,100.0,100.0,0.0
2014-12-26,100.0,100.0,0.0
2014-12-27,100.0,100.0,0.0
2014-12-28,100.0,100.0,0.0
2014-12-29,100.0,100.0,0.0
2014-12-30,100.0,100.0,0.0
2014-12-31,100.0,100.0,0.0
2015-01-01,100.0,100.0,0.0
2015-01-02,100.0,100.0,0.0
2015-01-03,100.0,100.0,0.0
2015-01-04,100.0,100.0,0.0
2015-01-05,102.1741077947247,102.1741077947247,0.0
2015-01-06,102.1741077947247,102.1741077947247,0.0
2015-01-07,102.1741077947247,102.1741077947247,0.0
2015-01-08,102.1741077947247,102.1741077947247,0.0
2015-01-09,102.1741077947247,102.1741077947247,0.0
2015-01-10,102.1741077947247,102.1741077947247,0.0
2015-01-11,102.1741077947247,102.1741077947247,0.0
2015-01-12,102.1741077947247,102.1741077947247,0.0
2015-01-13,102.1741077947247,102.1741077947247,0.0
2015-01-14,102.1741077947247,102.1741077947247,0.0
2015-01-15,102.1741077947247,102.1741077947247,0.0
2015-01-16,102.1741077947247,102.1741077947247,0.0
2015-01-17,102.1741077947247,102.1741077947247,0.0
2015-01-18,102.1741077947247,102.1741077947247,0.0
2015-01-19,102.1741077947247,102.1741077947247,0.0
2015-01-20,102.1741077947247,102.1741077947247,0.0
2015-01-21,102.1741077947247,102.1741077947247,0.0
2015-01-22,102.1741077947247,102.1741077947247,0.0
2015-01-23,102.1741077947247,102.1741077947247,0.0
2015-01-24,102.1741077947247,102.1741077947247,0.0
2015-01-25,102.1741077947247,102.1741077947247,0.0
2015-01-26,102.1741077947247,102.1741077947247,0.0
2015-01-27,102.1741077947247,102.1741077947247,0.0
2015-01-28,102.1741077947247,102.1741077947247,0.0
2015-01-29,102.1741077947247,102.1741077947247,0.0
2015-01-30,102.1741077947247,102.1741077947247,0.0
2015-01-31,102.62014162608382,102.62014162608382,0.0
2015-02-01,102.62014162608382,102.62014162608382,0.0
2015-02-02,102.62014162608382,102.62014162608382,0.0
2015-02-03,102.62014162608382,102.62014162608382,0.0
2015-02-04,102.62014162608382,102.62014162608382,0.0
2015-02-05,102.62014162608382,102.62014162608382,0.0
2015-02-06,102.62014162608382,102.62014162608382,0.0
2015-02-07,102.62014162608382,102.62014162608382,0.0
2015-02-08,102.62014162608382,102.62014162608382,0.0
2015-02-09,102.62014162608382,102.62014162608382,0.0
2015-02-10,102.62014162608382,102.62014162608382,0.0
2015-02-11,102.62014162608382,102.62014162608382,0.0
2015-02-12,102.62014162608382,102.62014162608382,0.0
2015-02-13,102.62014162608382,102.62014162608382,0.0
2015-02-14,103.05285079633923,103.05285079633923,0.0
2015-02-15,103.05285079633923,103.05285079633923,0.0
2015-02-16,103.60153370607789,103.60153370607789,0.0
2015-02-17,103.60153370607789,103.60153370607789,0.0
2015-02-18,103.60153370607789,103.60153370607789,0.0
2015-02-19,103.60153370607789,103.60153370607789,0.0
2015-02-20,103.60153370607789,103.60153370607789,0.0
2015-02-21,103.60153370607789,103.60153370607789,0.0
2015-02-22,103.60153370607789,103.60153370607789,0.0
2015-02-23,103.60153370607789,103.60153370607789,0.0
2015-02-24,103.60153370607789,103.60153370607789,0.0
2015-02-25,103.60153370607789,103.60153370607789,0.0
2015-02-26,103.60153370607789,103.60153370607789,0.0
2015-02-27,103.60153370607789,103.60153370607789,0.0
2015-02-28,103.60153370607789,103.60153370607789,0.0
2015-03-01,103.60153370607789,103.60153370607789,0.0
2015-03-02,103.60153370607789,103.60153370607789,0.0
2015-03-03,103.60153370607789,103.60153370607789,0.0
2015-03-04,103.60153370607789,103.60153370607789,0.0
2015-03-05,103.60153370607789,103.60153370607789,0.0
2015-03-06,103.60153370607789,103.60153370607789,0.0
2015-03-07,103.60153370607789,103.60153370607789,0.0
2015-03-08,103.60153370607789,103.60153370607789,0.0
2015-03-09,103.60153370607789,103.60153370607789,0.0
2015-03-10,103.60153370607789,103.60153370607789,0.0
2015-03-11,103.60153370607789,103.60153370607789,0.0
2015-03-12,103.60153370607789,103.60153370607789,0.0
2015-03-13,103.60153370607789,103.60153370607789,0.0
2015-03-14,103.60153370607789,103.60153370607789,0.0
2015-03-15,103.60153370607789,103.60153370607789,0.0
2015-03-16,103.60153370607789,103.60153370607789,0.0
2015-03-17,103.60153370607789,103.60153370607789,0.0
2015-03-18,103.60153370607789,103.60153370607789,0.0
2015-03-19,103.60153370607789,103.60153370607789,0.0
2015-03-20,103.60153370607789,103.60153370607789,0.0
2015-03-21,103.60153370607789,103.60153370607789,0.0
2015-03-22,103.60153370607789,103.60153370607789,0.0
2015-03-23,103.60153370607789,103.60153370607789,0.0
2015-03-24,103.60153370607789,103.60153370607789,0.0
2015-03-25,103.60153370607789,103.60153370607789,0.0
2015-03-26,103.60153370607789,103.60153370607789,0.0
2015-03-27,103.60153370607789,103.60153370607789,0.0
2015-03-28,103.60153370607789,103.60153370607789,0.0
2015-03-29,103.60153370607789,103.60153370607789,0.0
2015-03-30,103.60153370607789,103.60153370607789,0.0
2015-03-31,103.60153370607789,103.60153370607789,0.0
2015-04-01,103.60153370607789,103.60153370607789,0.0
2015-04-02,103.60153370607789,103.60153370607789,0.0
2015-04-03,103.60153370607789,103.60153370607789,0.0
2015-04-04,103.60153370607789,103.60153370607789,0.0
2015-04-05,103.60153370607789,103.60153370607789,0.0
2015-04-06,103.60153370607789,103.60153370607789,0.0
2015-04-07,103.60153370607789,103.60153370607789,0.0
2015-04-08,103.60153370607789,103.60153370607789,0.0
2015-04-09,103.60153370607789,103.60153370607789,0.0
2015-04-10,103.60153370607789,103.60153370607789,0.0
2015-04-11,103.43663734213972,103.60153370607789,0.15916401817562598
2015-04-12,103.43663734213972,103.60153370607789,0.15916401817562598
2015-04-13,103.43663734213972,103.60153370607789,0.15916401817562598
2015-04-14,103.43663734213972,103.60153370607789,0.15916401817562598
2015-04-15,103.43663734213972,103.60153370607789,0.15916401817562598
2015-04-16,103.43663734213972,103.60153370607789,0.15916401817562598
2015-04-17,103.43663734213972,103.60153370607789,0.15916401817562598
2015-04-18,103.43663734213972,103.60153370607789,0.15916401817562598
2015-04-19,103.43663734213972,103.60153370607789,0.15916401817562598
2015-04-20,103.43663734213972,103.60153370607789,0.15916401817562598
2015-04-21,103.43663734213972,103.60153370607789,0.15916401817562598
2015-04-22,103.43663734213972,103.60153370607789,0.15916401817562598
2015-04-23,103.43663734213972,103.60153370607789,0.15916401817562598
2015-04-24,103.43663734213972,103.60153370607789,0.15916401817562598
2015-04-25,103.43663734213972,103.60153370607789,0.15916401817562598
2015-04-26,103.43663734213972,103.60153370607789,0.15916401817562598
2015-04-27,103.43663734213972,103.60153370607789,0.15916401817562598
2015-04-28,103.43663734213972,103.60153370607789,0.15916401817562598
2015-04-29,103.43663734213972,103.60153370607789,0.15916401817562598
2015-04-30,103.43663734213972,103.60153370607789,0.15916401817562598
2015-05-01,103.43663734213972,103.60153370607789,0.15916401817562598
2015-05-02,103.43663734213972,103.60153370607789,0.15916401817562598
2015-05-03,103.43663734213972,103.60153370607789,0.15916401817562598
2015-05-04,103.43663734213972,103.60153370607789,0.15916401817562598
2015-05-05,103.43663734213972,103.60153370607789,0.15916401817562598
2015-05-06,103.43663734213972,103.60153370607789,0.15916401817562598
2015-05-07,103.43663734213972,103.60153370607789,0.15916401817562598
2015-05-08,103.43663734213972,103.60153370607789,0.15916401817562598
2015-05-09,103.43663734213972,103.60153370607789,0.15916401817562598
2015-05-10,103.43663734213972,103.60153370607789,0.15916401817562598
2015-05-11,103.43663734213972,103.60153370607789,0.15916401817562598
2015-05-12,103.43663734213972,103.60153370607789,0.15916401817562598
2015-05-13,103.43663734213972,103.60153370607789,0.15916401817562598
2015-05-14,103.43663734213972,103.60153370607789,0.15916401817562598
2015-05-15,103.43663734213972,103.60153370607789,0.15916401817562598
2015-05-16,103.43663734213972,103.60153370607789,0.15916401817562598
2015-05-17,103.43663734213972,103.60153370607789,0.15916401817562598
2015-05-18,103.43663734213972,103.60153370607789,0.15916401817562598
2015-05-19,103.43663734213972,103.60153370607789,0.15916401817562598
2015-05-20,103.43663734213972,103.60153370607789,0.15916401817562598
2015-05-21,103.43663734213972,103.60153370607789,0.15916401817562598
2015-05-22,103.43663734213972,103.60153370607789,0.15916401817562598
2015-05-23,103.43663734213972,103.60153370607789,0.15916401817562598
2015-05-24,103.43663734213972,103.60153370607789,0.15916401817562598
2015-05-25,103.43663734213972,103.60153370607789,0.15916401817562598
2015-05-26,103.43663734213972,103.60153370607789,0.15916401817562598
2015-05-27,103.43663734213972,103.60153370607789,0.15916401817562598
2015-05-28,103.43663734213972,103.60153370607789,0.15916401817562598
2015-05-29,103.43663734213972,103.60153370607789,0.15916401817562598
2015-05-30,103.43663734213972,103.60153370607789,0.15916401817562598
2015-05-31,103.43663734213972,103.60153370607789,0.15916401817562598
2015-06-01,103.43663734213972,103.60153370607789,0.15916401817562598
2015-06-02,103.43663734213972,103.60153370607789,0.15916401817562598
2015-06-03,103.43663734213972,103.60153370607789,0.15916401817562598
2015-06-04,103.43663734213972,103.60153370607789,0.15916401817562598
2015-06-05,103.43663734213972,103.60153370607789,0.15916401817562598
2015-06-06,103.43663734213972,103.60153370607789,0.15916401817562598
2015-06-07,103.43663734213972,103.60153370607789,0.15916401817562598
2015-06-08,103.43663734213972,103.60153370607789,0.15916401817562598
2015-06-09,103.43663734213972,103.60153370607789,0.15916401817562598
2015-06-10,103.43663734213972,103.60153370607789,0.15916401817562598
2015-06-11,103.43663734213972,103.60153370607789,0.15916401817562598
2015-06-12,103.43663734213972,103.60153370607789,0.15916401817562598
2015-06-13,103.43663734213972,103.60153370607789,0.15916401817562598
2015-06-14,103.43663734213972,103.60153370607789,0.15916401817562598
2015-06-15,103.43663734213972,103.60153370607789,0.15916401817562598
2015-06-16,103.43663734213972,103.60153370607789,0.15916401817562598
2015-06-17,103.43663734213972,103.60153370607789,0.15916401817562598
2015-06-18,103.43663734213972,103.60153370607789,0.15916401817562598
2015-06-19,103.43663734213972,103.60153370607789,0.15916401817562598
2015-06-20,103.43663734213972,103.60153370607789,0.15916401817562598
2015-06-21,103.43663734213972,103.60153370607789,0.15916401817562598
2015-06-22,103.43663734213972,103.60153370607789,0.15916401817562598
2015-06-23,103.43663734213972,103.60153370607789,0.15916401817562598
2015-06-24,104.05405089199684,104.05405089199684,0.0
2015-06-25,104.05405089199684,104.05405089199684,0.0
2015-06-26,104.05405089199684,104.05405089199684,0.0
2015-06-27,104.05405089199684,104.05405089199684,0.0
2015-06-28,104.05405089199684,104.05405089199684,0.0
2015-06-29,104.05405089199684,104.05405089199684,0.0
2015-06-30,104.05405089199684,104.05405089199684,0.0
2015-07-01,104.05405089199684,104.05405089199684,0.0
2015-07-02,104.05405089199684,104.05405089199684,0.0
2015-07-03,104.05405089199684,104.05405089199684,0.0
2015-07-04,104.37850700634935,104.37850700634935,0.0
2015-07-05,104.37850700634935,104.37850700634935,0.0
2015-07-06,105.2230608905027,105.2230608905027,0.0
2015-07-07,105.2230608905027,105.2230608905027,0.0
2015-07-08,105.2230608905027,105.2230608905027,0.0
2015-07-09,105.2230608905027,105.2230608905027,0.0
2015-07-10,105.2230608905027,105.2230608905027,0.0
2015-07-11,105.2230608905027,105.2230608905027,0.0
2015-07-12,105.2230608905027,105.2230608905027,0.0
2015-07-13,105.2230608905027,105.2230608905027,0.0
2015-07-14,105.2230608905027,105.2230608905027,0.0
2015-07-15,105.2230608905027,105.2230608905027,0.0
2015-07-16,105.2230608905027,105.2230608905027,0.0
2015-07-17,105.2230608905027,105.2230608905027,0.0
2015-07-18,105.2230608905027,105.2230608905027,0.0
2015-07-19,105.2230608905027,105.2230608905027,0.0
2015-07-20,105.2230608905027,105.2230608905027,0.0
2015-07-21,105.2230608905027,105.2230608905027,0.0
2015-07-22,105.2230608905027,105.2230608905027,0.0
2015-07-23,105.2230608905027,105.2230608905027,0.0
2015-07-24,105.2230608905027,105.2230608905027,0.0
2015-07-25,105.2230608905027,105.2230608905027,0.0
2015-07-26,105.2230608905027,105.2230608905027,0.0
2015-07-27,105.2230608905027,105.2230608905027,0.0
2015-07-28,105.2230608905027,105.2230608905027,0.0
2015-07-29,105.2230608905027,105.2230608905027,0.0
2015-07-30,105.2230608905027,105.2230608905027,0.0
2015-07-31,105.2230608905027,105.2230608905027,0.0
2015-08-01,105.2230608905027,105.2230608905027,0.0
2015-08-02,105.2230608905027,105.2230608905027,0.0
2015-08-03,105.2230608905027,105.2230608905027,0.0
2015-08-04,105.2230608905027,105.2230608905027,0.0
2015-08-05,105.2230608905027,105.2230608905027,0.0
2015-08-06,105.2230608905027,105.2230608905027,0.0
2015-08-07,105.2230608905027,105.2230608905027,0.0
2015-08-08,105.2230608905027,105.2230608905027,0.0
2015-08-09,105.2230608905027,105.2230608905027,0.0
2015-08-10,105.2230608905027,105.2230608905027,0.0
2015-08-11,105.2230608905027,105.2230608905027,0.0
2015-08-12,105.2230608905027,105.2230608905027,0.0
2015-08-13,105.2230608905027,105.2230608905027,0.0
2015-08-14,105.2230608905027,105.2230608905027,0.0
2015-08-15,105.2230608905027,105.2230608905027,0.0
2015-08-16,105.2230608905027,105.2230608905027,0.0
2015-08-17,105.2230608905027,105.2230608905027,0.0
2015-08-18,105.2230608905027,105.2230608905027,0.0
2015-08-19,105.2230608905027,105.2230608905027,0.0
2015-08-20,105.2230608905027,105.2230608905027,0.0
2015-08-21,105.2230608905027,105.2230608905027,0.0
2015-08-22,105.2230608905027,105.2230608905027,0.0
2015-08-23,105.2230608905027,105.2230608905027,0.0
2015-08-24,105.2230608905027,105.2230608905027,0.0
2015-08-25,105.2230608905027,105.2230608905027,0.0
2015-08-26,105.2230608905027,105.2230608905027,0.0
2015-08-27,105.2230608905027,105.2230608905027,0.0
2015-08-28,105.2230608905027,105.2230608905027,0.0
2015-08-29,105.2230608905027,105.2230608905027,0.0
2015-08-30,105.2230608905027,105.2230608905027,0.0
2015-08-31,105.2230608905027,105.2230608905027,0.0
2015-09-01,105.2230608905027,105.2230608905027,0.0
2015-09-02,105.2230608905027,105.2230608905027,0.0
2015-09-03,105.2230608905027,105.2230608905027,0.0
2015-09-04,105.2230608905027,105.2230608905027,0.0
2015-09-05,105.2230608905027,105.2230608905027,0.0
2015-09-06,105.2230608905027,105.2230608905027,0.0
2015-09-07,105.2230608905027,105.2230608905027,0.0
2015-09-08,105.2230608905027,105.2230608905027,0.0
2015-09-09,105.2230608905027,105.2230608905027,0.0
2015-09-10,105.34279143840304,105.34279143840304,0.0
2015-09-11,105.34279143840304,105.34279143840304,0.0
2015-09-12,105.34279143840304,105.34279143840304,0.0
2015-09-13,105.34279143840304,105.34279143840304,0.0
2015-09-14,105.34279143840304,105.34279143840304,0.0
2015-09-15,105.34279143840304,105.34279143840304,0.0
2015-09-16,105.34279143840304,105.34279143840304,0.0
2015-09-17,106.35561384862612,106.35561384862612,0.0
2015-09-18,106.35561384862612,106.35561384862612,0.0
2015-09-19,106.35561384862612,106.35561384862612,0.0
2015-09-20,106.35561384862612,106.35561384862612,0.0
2015-09-21,106.35561384862612,106.35561384862612,0.0
2015-09-22,106.35561384862612,106.35561384862612,0.0
2015-09-23,106.35561384862612,106.35561384862612,0.0
2015-09-24,106.35561384862612,106.35561384862612,0.0
2015-09-25,106.35561384862612,106.35561384862612,0.0
2015-09-26,106.35561384862612,106.35561384862612,0.0
2015-09-27,106.35561384862612,106.35561384862612,0.0
2015-09-28,106.35561384862612,106.35561384862612,0.0
2015-09-29,106.35561384862612,106.35561384862612,0.0
2015-09-30,106.35561384862612,106.35561384862612,0.0
2015-10-01,106.35561384862612,106.35561384862612,0.0
2015-10-02,106.35561384862612,106.35561384862612,0.0
2015-10-03,106.35561384862612,106.35561384862612,0.0
2015-10-04,106.35561384862612,106.35561384862612,0.0
2015-10-05,106.18501146462627,106.35561384862612,0.16040750255333439
2015-10-06,106.18501146462627,106.35561384862612,0.16040750255333439
2015-10-07,106.18501146462627,106.35561384862612,0.16040750255333439
2015-10-08,106.18501146462627,106.35561384862612,0.16040750255333439
2015-10-09,106.18501146462627,106.35561384862612,0.16040750255333439
2015-10-10,106.18501146462627,106.35561384862612,0.16040750255333439
2015-10-11,106.18501146462627,106.35561384862612,0.16040750255333439
2015-10-12,106.18501146462627,106.35561384862612,0.16040750255333439
2015-10-13,106.18501146462627,106.35561384862612,0.16040750255333439
2015-10-14,106.18501146462627,106.35561384862612,0.16040750255333439
2015-10-15,106.18501146462627,106.35561384862612,0.16040750255333439
2015-10-16,106.18501146462627,106.35561384862612,0.16040750255333439
2015-10-17,106.18501146462627,106.35561384862612,0.16040750255333439
2015-10-18,106.18501146462627,106.35561384862612,0.16040750255333439
2015-10-19,106.18501146462627,106.35561384862612,0.16040750255333439
2015-10-20,106.18501146462627,106.35561384862612,0.16040750255333439
2015-10-21,106.18501146462627,106.35561384862612,0.16040750255333439
2015-10-22,106.18501146462627,106.35561384862612,0.16040750255333439
2015-10-23,106.18501146462627,106.35561384862612,0.16040750255333439
2015-10-24,106.18501146462627,106.35561384862612,0.16040750255333439
2015-10-25,106.18501146462627,106.35561384862612,0.16040750255333439
2015-10-26,106.18501146462627,106.35561384862612,0.16040750255333439
2015-10-27,106.18501146462627,106.35561384862612,0.16040750255333439
2015-10-28,106.18501146462627,106.35561384862612,0.16040750255333439
2015-10-29,106.18501146462627,106.35561384862612,0.16040750255333439
2015-10-30,106.18501146462627,106.35561384862612,0.16040750255333439
2015-10-31,106.18501146462627,106.35561384862612,0.16040750255333439
2015-11-01,106.18501146462627,106.35561384862612,0.16040750255333439
2015-11-02,106.18501146462627,106.35561384862612,0.16040750255333439
2015-11-03,106.18501146462627,106.35561384862612,0.16040750255333439
2015-11-04,106.18501146462627,106.35561384862612,0.16040750255333439
2015-11-05,106.18501146462627,106.35561384862612,0.16040750255333439
2015-11-06,106.18501146462627,106.35561384862612,0.16040750255333439
2015-11-07,106.18501146462627,106.35561384862612,0.16040750255333439
2015-11-08,106.18501146462627,106.35561384862612,0.16040750255333439
2015-11-09,106.18501146462627,106.35561384862612,0.16040750255333439
2015-11-10,103.36088772604622,106.35561384862612,2.8157668544344454
2015-11-11,103.36088772604622,106.35561384862612,2.8157668544344454
2015-11-12,103.36088772604622,106.35561384862612,2.8157668544344454
2015-11-13,103.36088772604622,106.35561384862612,2.8157668544344454
2015-11-14,103.36088772604622,106.35561384862612,2.8157668544344454
2015-11-15,103.36088772604622,106.35561384862612,2.8157668544344454
2015-11-16,103.36088772604622,106.35561384862612,2.8157668544344454
2015-11-17,103.36088772604622,106.35561384862612,2.8157668544344454
2015-11-18,103.36088772604622,106.35561384862612,2.8157668544344454
2015-11-19,103.36088772604622,106.35561384862612,2.8157668544344454
2015-11-20,103.36088772604622,106.35561384862612,2.8157668544344454
2015-11-21,103.36088772604622,106.35561384862612,2.8157668544344454
2015-11-22,103.36088772604622,106.35561384862612,2.8157668544344454
2015-11-23,103.36088772604622,106.35561384862612,2.8157668544344454
2015-11-24,103.36088772604622,106.35561384862612,2.8157668544344454
2015-11-25,103.36088772604622,106.35561384862612,2.8157668544344454
2015-11-26,103.36088772604622,106.35561384862612,2.8157668544344454
2015-11-27,103.36088772604622,106.35561384862612,2.8157668544344454
2015-11-28,103.36088772604622,106.35561384862612,2.8157668544344454
2015-11-29,103.31097824875398,106.35561384862612,2.862693834107815
2015-11-30,103.31097824875398,106.35561384862612,2.862693834107815
2015-12-01,103.31097824875398,106.35561384862612,2.862693834107815
2015-12-02,103.31097824875398,106.35561384862612,2.862693834107815
2015-12-03,103.31097824875398,106.35561384862612,2.862693834107815
2015-12-04,103.31097824875398,106.35561384862612,2.862693834107815
2015-12-05,103.31097824875398,106.35561384862612,2.862693834107815
2015-12-06,103.31097824875398,106.35561384862612,2.862693834107815
2015-12-07,103.31097824875398,106.35561384862612,2.862693834107815
2015-12-08,103.31097824875398,106.35561384862612,2.862693834107815
2015-12-09,103.31097824875398,106.35561384862612,2.862693834107815
2015-12-10,103.31097824875398,106.35561384862612,2.862693834107815
2015-12-11,102.4261981646191,106.35561384862612,3.6946011045544687
2015-12-12,102.4261981646191,106.35561384862612,3.6946011045544687
2015-12-13,102.4261981646191,106.35561384862612,3.6946011045544687
2015-12-14,102.4261981646191,106.35561384862612,3.6946011045544687
2015-12-15,102.4261981646191,106.35561384862612,3.6946011045544687
2015-12-16,102.4261981646191,106.35561384862612,3.6946011045544687
2015-12-17,102.4261981646191,106.35561384862612,3.6946011045544687
2015-12-18,102.4261981646191,106.35561384862612,3.6946011045544687
2015-12-19,102.4261981646191,106.35561384862612,3.6946011045544687
2015-12-20,102.4261981646191,106.35561384862612,3.6946011045544687
2015-12-21,102.4261981646191,106.35561384862612,3.6946011045544687
2015-12-22,102.4261981646191,106.35561384862612,3.6946011045544687
2015-12-23,102.4261981646191,106.35561384862612,3.6946011045544687
2015-12-24,102.4261981646191,106.35561384862612,3.6946011045544687
2015-12-25,102.4261981646191,106.35561384862612,3.6946011045544687
2015-12-26,102.4261981646191,106.35561384862612,3.6946011045544687
2015-12-27,102.4261981646191,106.35561384862612,3.6946011045544687
2015-12-28,102.4261981646191,106.35561384862612,3.6946011045544687
2015-12-29,102.4261981646191,106.35561384862612,3.6946011045544687
2015-12-30,102.4261981646191,106.35561384862612,3.6946011045544687
2015-12-31,102.4261981646191,106.35561384862612,3.6946011045544687
2016-01-01,102.4261981646191,106.35561384862612,3.6946011045544687
2016-01-02,102.4261981646191,106.35561384862612,3.6946011045544687
2016-01-03,102.4261981646191,106.35561384862612,3.6946011045544687
2016-01-04,102.08928651436464,106.35561384862612,4.011379540654673
2016-01-05,102.08928651436464,106.35561384862612,4.011379540654673
2016-01-06,102.08928651436464,106.35561384862612,4.011379540654673
2016-01-07,102.08928651436464,106.35561384862612,4.011379540654673
2016-01-08,102.08928651436464,106.35561384862612,4.011379540654673
2016-01-09,102.08928651436464,106.35561384862612,4.011379540654673
2016-01-10,102.08928651436464,106.35561384862612,4.011379540654673
2016-01-11,102.08928651436464,106.35561384862612,4.011379540654673
2016-01-12,102.08928651436464,106.35561384862612,4.011379540654673
2016-01-13,102.08928651436464,106.35561384862612,4.011379540654673
2016-01-14,102.08928651436464,106.35561384862612,4.011379540654673
2016-01-15,102.08928651436464,106.35561384862612,4.011379540654673
2016-01-16,102.08928651436464,106.35561384862612,4.011379540654673
2016-01-17,102.08928651436464,106.35561384862612,4.011379540654673
2016-01-18,102.08928651436464,106.35561384862612,4.011379540654673
2016-01-19,102.08928651436464,106.35561384862612,4.011379540654673
2016-01-20,102.08928651436464,106.35561384862612,4.011379540654673
2016-01-21,102.08928651436464,106.35561384862612,4.011379540654673
2016-01-22,102.08928651436464,106.35561384862612,4.011379540654673
2016-01-23,102.08928651436464,106.35561384862612,4.011379540654673
2016-01-24,102.08928651436464,106.35561384862612,4.011379540654673
2016-01-25,102.08928651436464,106.35561384862612,4.011379540654673
2016-01-26,102.08928651436464,106.35561384862612,4.011379540654673
2016-01-27,102.08928651436464,106.35561384862612,4.011379540654673
2016-01-28,102.08928651436464,106.35561384862612,4.011379540654673
2016-01-29,102.08928651436464,106.35561384862612,4.011379540654673
2016-01-30,102.08928651436464,106.35561384862612,4.011379540654673
2016-01-31,102.08928651436464,106.35561384862612,4.011379540654673
2016-02-01,102.08928651436464,106.35561384862612,4.011379540654673
2016-02-02,102.08928651436464,106.35561384862612,4.011379540654673
2016-02-03,102.08928651436464,106.35561384862612,4.011379540654673
2016-02-04,102.08928651436464,106.35561384862612,4.011379540654673
2016-02-05,102.08928651436464,106.35561384862612,4.011379540654673
2016-02-06,102.2811640541405,106.35561384862612,3.8309682461000145
2016-02-07,102.2811640541405,106.35561384862612,3.8309682461000145
2016-02-08,102.2811640541405,106.35561384862612,3.8309682461000145
2016-02-09,102.2811640541405,106.35561384862612,3.8309682461000145
2016-02-10,102.2811640541405,106.35561384862612,3.8309682461000145
2016-02-11,102.2811640541405,106.35561384862612,3.8309682461000145
