date,close,rv_cc_30d,iv_synthetic_30d,iv_premium_factor,vrp_30d,vrp_60d,vrp_90d,vrp_forward,forward_rv_30d,vrp_30d_roll_mean,vrp_30d_roll_std,vrp_zscore,vrp_percentile,regime_threshold,regime_change,days_since_regime_change
2014-10-31,338.3210144042969,0.6367936273690503,0.4607473869154283,-0.2764572899087687,-0.176046240453622,,,-0.2621527978604778,0.7229001847759061,,,,,HIGH,0,2
2014-11-01,325.7489929199219,0.6445571914701079,0.4742396047040799,-0.2642396811640053,-0.17031758676602804,,,-0.23296148701508002,0.7072010917191599,,,,,HIGH,0,3
2014-11-02,325.8919982910156,0.6302035748552085,0.46810965820623146,-0.25720881809694385,-0.16209391664897704,,,-0.23889450218423863,0.7070041603904701,,,,,HIGH,0,4
2014-11-03,327.5539855957031,0.5491871821815711,0.4129756917792663,-0.2480237973894862,-0.13621149040230485,,,-0.2981481145914727,0.711123806370739,,,,,MEDIUM,1,0
2014-11-04,330.49200439453125,0.5421119065618,0.41777053185282526,-0.22936477358997082,-0.12434137470897472,,,-0.29621739155459753,0.7139879234074228,,,,,MEDIUM,0,1
2014-11-05,339.4859924316406,0.5404902700866564,0.41959934952588623,-0.22366900433080472,-0.12089092056077017,,,-0.29182745206807886,0.7114268015939651,,,,,MEDIUM,0,2
2014-11-06,349.2900085449219,0.5457268945618491,0.4296355597504601,-0.21272789735714961,-0.116091334811389,,,-0.2766226722239158,0.7062582319743759,,,,,MEDIUM,0,3
2014-11-07,342.4150085449219,0.5227379834590665,0.4168618678193762,-0.20254146243417387,-0.10587611563969035,,,-0.28487287425022323,0.7017347420695994,,,,,MEDIUM,0,4
2014-11-08,345.4880065917969,0.5090241574484631,0.41293945899456086,-0.18876255094755587,-0.09608469845390222,,,-0.30129252919756744,0.7142319881921283,,,,,MEDIUM,0,5
2014-11-09,363.2640075683594,0.5393551101463592,0.45287062534576794,-0.16034794734237867,-0.08648448480059123,,,-0.24585692596051156,0.6987275513062795,,,,,MEDIUM,0,6
2014-11-10,366.9240112304688,0.5404242692090592,0.46326882288774307,-0.1427682854329199,-0.0771554463213161,,,-0.23637094054161523,0.6996397634293583,,,,,MEDIUM,0,7
2014-11-11,367.6950073242188,0.5172976730021405,0.44908786491879094,-0.13185794493815026,-0.06820980808334953,,,-0.2520907130023833,0.7011785779211742,,,,,MEDIUM,0,8
2014-11-12,423.5610046386719,0.7106206914299731,0.626599231951436,-0.11823671966188015,-0.08402145947853712,,,0.15004885471631196,0.476550377235124,,,,,HIGH,1,0
2014-11-13,420.7349853515625,0.7060869139367044,0.6218383276698116,-0.11931758626877066,-0.0842485862668928,,,0.14433516267752594,0.4775031649922857,,,,,HIGH,0,1
2014-11-14,397.8179931640625,0.7321484546270376,0.5998381091111272,-0.18071518785532414,-0.13231034551591037,,,0.1532907823590609,0.4465473267520663,,,,,HIGH,0,2
2014-11-15,376.1329956054688,0.7503674875656153,0.5713857327101572,-0.23852546628335514,-0.1789817548554581,,,0.16237766494126227,0.409008067768895,-0.10576180974183022,0.08844742732509932,,,HIGH,0,3
2014-11-16,387.8819885253906,0.7582264551645048,0.5800232615336998,-0.23502634657101493,-0.17820319363080506,-0.18549847369618788,,0.15168300248035488,0.4283402590533449,-0.11421270504079441,0.08245766949265329,,,HIGH,0,4
2014-11-17,387.4079895019531,0.7549716765170089,0.5884437072649158,-0.22057512146727704,-0.16652796925209312,-0.16900822562633588,,0.15646538817576572,0.4319783190891501,-0.12223917003516345,0.07484667044261008,,,HIGH,0,5
2014-11-18,375.197998046875,0.762920498057059,0.6070961833496975,-0.2042471202493596,-0.15582431470736147,-0.15270552052683495,,0.1787963159123917,0.4282998674373058,-0.12972576665795982,0.06576324151224625,,,HIGH,0,6
2014-11-19,380.5549926757813,0.7624720089877326,0.6125046425722785,-0.19668573357145605,-0.14996736641545405,-0.14608494298837904,,0.17987615945102914,0.4326284831212494,-0.13694183999942403,0.054379417930433056,,,HIGH,0,7
2014-11-20,357.8399963378906,0.7908508158215297,0.5899407391615934,-0.2540429530330982,-0.20091007665993632,-0.19221588436507586,,0.1801314782451846,0.4098092609164088,-0.14580322634572224,0.040146228858695156,,,HIGH,0,8
2014-11-21,350.8479919433594,0.7928689082702545,0.5908282836128442,-0.2548222317081242,-0.20204062465741024,-0.19304163312501088,,0.17570955475030114,0.4151187288625431,-0.14598013489883238,0.04038935408982086,,,HIGH,0,9
2014-11-22,352.9200134277344,0.7590480968225384,0.5800152061079247,-0.23586501496290646,-0.1790328907146137,-0.17125321294797835,,0.146346136472915,0.4336690696350097,-0.145704071146819,0.04012452226007929,,,HIGH,0,10
2014-11-23,367.572998046875,0.7725357273404473,0.6049949406583,-0.2168712471835158,-0.16754078668214734,-0.15868670627849113,,0.19765069466318064,0.4073442459951193,-0.14531493642974616,0.03984394984748616,,,HIGH,0,11
2014-11-24,376.9010009765625,0.7679664733695429,0.6035026719547822,-0.21415492357779173,-0.1644638014147607,-0.15675241496671133,,0.19306745878357706,0.4104352131712052,-0.14502656628586139,0.039666721855841004,,,HIGH,0,12
2014-11-25,375.3479919433594,0.765383496415212,0.6026816922377449,-0.2125755323174661,-0.16270180417746705,-0.1553449045251788,,0.1917723914714322,0.4109093007663127,-0.14457040265481202,0.03937123426059708,,,HIGH,0,13
2014-11-26,368.3699951171875,0.7684581345101397,0.6118684300531052,-0.20377128879877618,-0.15658970445703446,-0.14908795070236325,,0.18831187989305853,0.4235565501600467,-0.1443269982218409,0.03927010661399353,,,HIGH,0,14
2014-11-27,369.6700134277344,0.7673656137761484,0.6266662664094742,-0.1833537297485919,-0.14069934736667422,-0.13139047845528828,,0.18824617381752728,0.4384200925919469,-0.1440060793227431,0.03925872102536294,,,HIGH,0,15
2014-11-28,376.4469909667969,0.7328445273067662,0.6065778278622435,-0.17229670788230902,-0.12626669944452273,-0.12372582502484297,,0.17484629368079846,0.431731534181445,-0.14186132936835003,0.03837249574880478,,,HIGH,0,16
2014-11-29,375.4909973144531,0.7276571114522165,0.6060356070980576,-0.1671412296259066,-0.12162150435415886,-0.11929515469612328,,0.1733906843358668,0.4326449227621908,-0.13972518825673844,0.0376240155690853,,,HIGH,0,17
2014-11-30,378.0469970703125,0.7229001847759061,0.5060301293431343,-0.3,-0.21687005543277182,-0.21409700371820345,,0.07588969837254911,0.4301404309705852,-0.14108598208937675,0.03966584076403304,,,HIGH,0,18
2014-12-01,379.2449951171875,0.7072010917191599,0.5040177247041057,-0.2873063537290768,-0.20318336701505424,-0.20435643276083199,,0.05645241505342774,0.4475653096506779,-0.14218150809767763,0.04093459120967841,,,HIGH,0,19
2014-12-02,381.3150024414063,0.7070041603904701,0.5014697282076155,-0.2907117718647375,-0.2055344321828546,-0.20422421102174354,,0.05349491522763439,0.4479748129799811,-0.14362952528214024,0.04240517548538163,,,HIGH,0,20
2014-12-03,375.010009765625,0.711123806370739,0.5206716313517732,-0.26781858983311135,-0.19045217501896583,-0.17758796981509428,,0.07321588249885258,0.4474557488529206,-0.1454375481026956,0.04322636217583761,,,HIGH,0,21
2014-12-04,369.60400390625,0.7139879234074228,0.5278499960667233,-0.2607017867366415,-0.18613792734069945,-0.17219351430661056,,-0.057391495052992236,0.5852414911197156,-0.14749743319041972,0.04365665875772478,,,HIGH,0,22
2014-12-05,376.85400390625,0.7114268015939651,0.5293069683550515,-0.25599237030551936,-0.18211983323891356,-0.1684973476796942,,-0.07451443338992825,0.6038214017449798,-0.14953839694635784,0.04380090136136748,,,HIGH,0,23
2014-12-06,374.7850036621094,0.7062582319743759,0.5303254036577757,-0.24910552592749574,-0.17593282831660018,-0.1636930313205538,,-0.09798246856587489,0.6283078722236506,-0.15153311339653155,0.04358726604315216,,,HIGH,0,24
2014-12-07,375.0950012207031,0.7017347420695994,0.5391339811267309,-0.23171257056949499,-0.16260076094286846,-0.14955910729662558,,-0.11412927596595612,0.6532632570926871,-0.1534239349066375,0.042760890232551245,,,HIGH,0,25
2014-12-08,361.9089965820313,0.7142319881921283,0.5576180057143313,-0.2192760686541357,-0.156613982477797,-0.14177217829401018,,-0.10066607135301642,0.6582840770673477,-0.155441577707434,0.041367395191642384,,,HIGH,0,26
2014-12-09,352.218994140625,0.6987275513062795,0.5527186827013665,-0.20896394929890444,-0.14600886860491302,-0.13580349804151837,,-0.11086610840671207,0.6635847911080786,-0.15742572383424475,0.039322876743687396,,,HIGH,0,27
2014-12-10,346.364990234375,0.6996397634293583,0.5650481290671301,-0.1923727629523415,-0.1345916343622282,-0.12527766514524502,,-0.10671432037992234,0.6717624494470524,-0.15934026343560845,0.036582681393417,,,HIGH,0,28
2014-12-11,350.5060119628906,0.7011785779211742,0.5687199125812443,-0.18890860261680828,-0.1324586653399299,-0.12117892743324588,,-0.12127982114704783,0.6899997337282922,-0.16148189201082777,0.032742858128820086,,,HIGH,0,29
2014-12-12,352.5419921875,0.476550377235124,0.390744897935062,-0.18005542204770233,-0.085805479300062,-0.11454471091965562,,-0.30302861024319033,0.6937735081782523,-0.16154135933821195,0.03259862633908694,,,MEDIUM,1,0
2014-12-13,347.3760070800781,0.4775031649922857,0.33425221549459994,-0.3,-0.14325094949768574,-0.18980252135179854,,-0.3618617590010984,0.6961139744956983,-0.1635081047792384,0.029397259097460205,,,MEDIUM,0,1
2014-12-14,351.6319885253906,0.4465473267520663,0.31968077237128567,-0.28410550636040416,-0.12686655438078065,-0.17979561939211897,,-0.5713578480923234,0.891038620463609,-0.16332664507473407,0.02961248666885037,,,MEDIUM,0,2
2014-12-15,345.3450012207031,0.409008067768895,0.29875087763700997,-0.26957216451335253,-0.11025719013188501,-0.16970387004465298,,-0.8837832649359463,1.1825341425729563,-0.16103582625061497,0.030986053978617874,,,LOW,1,0
2014-12-16,327.06201171875,0.4283402590533449,0.2998381813373414,-0.3,-0.12850207771600347,-0.19319319336224805,-0.21766527645826628,-1.0421796044800598,1.3420177858174012,-0.15937912238678825,0.03136290195601912,,,MEDIUM,1,0
2014-12-17,319.7760009765625,0.4319783190891501,0.3091254075935973,-0.2843960126392336,-0.12285291149555277,-0.18293199116744457,-0.20171505097628034,-1.0327743916484269,1.3418997992420243,-0.15792328712823692,0.03202627764581032,,,MEDIUM,0,1
2014-12-18,311.39599609375,0.4282998674373058,0.30693959285748684,-0.28335351889312355,-0.12136027457981896,-0.18305215848369116,-0.19669588176001096,-1.0381740282023881,1.3451136210598749,-0.15677448579065215,0.032714884939503926,,,MEDIUM,0,2
2014-12-19,317.8429870605469,0.4326284831212494,0.31594002711547947,-0.2697197724105155,-0.11668845600576994,-0.17478105710015568,-0.1863694707943791,-1.045315287924123,1.3612553150396025,-0.155665188776996,0.03350825112762914,,,MEDIUM,0,3
